Source,Target,Type
1004,1005,Undirected
1004,1817,Undirected
1004,1822,Undirected
1004,2099,Undirected
1005,1004,Undirected
1005,1032,Undirected
1005,1112,Undirected
1005,1224,Undirected
1009,1463,Undirected
1009,649,Undirected
1009,1544,Undirected
1009,1247,Undirected
1463,1009,Undirected
1463,1393,Undirected
1463,461,Undirected
1463,1006,Undirected
1463,1678,Undirected
1544,1009,Undirected
1544,1324,Undirected
1544,843,Undirected
1544,1914,Undirected
1013,1014,Undirected
1013,1543,Undirected
1013,1617,Undirected
1013,1718,Undirected
1014,1013,Undirected
1014,1268,Undirected
1014,1708,Undirected
1014,1906,Undirected
1014,2072,Undirected
1543,1013,Undirected
1543,1473,Undirected
1543,55,Undirected
1543,1982,Undirected
1017,1175,Undirected
1017,1312,Undirected
1017,1767,Undirected
1017,1771,Undirected
1175,1017,Undirected
1175,1512,Undirected
1175,324,Undirected
1175,568,Undirected
1175,1996,Undirected
1019,1810,Undirected
1019,1668,Undirected
1019,1814,Undirected
1019,1863,Undirected
1810,1019,Undirected
1810,1374,Undirected
1810,961,Undirected
1810,1938,Undirected
1023,1109,Undirected
1023,544,Undirected
1023,876,Undirected
1023,1274,Undirected
1109,1023,Undirected
1109,1110,Undirected
1109,232,Undirected
1109,1168,Undirected
1414,1025,Undirected
1414,737,Undirected
1414,170,Undirected
1414,1508,Undirected
1414,1881,Undirected
1028,688,Undirected
1028,528,Undirected
1028,126,Undirected
1028,1409,Undirected
1030,1029,Undirected
1030,1642,Undirected
1030,1703,Undirected
1030,2113,Undirected
1396,1029,Undirected
1396,1091,Undirected
1396,1397,Undirected
1396,1897,Undirected
1396,2059,Undirected
1033,847,Undirected
1033,763,Undirected
1033,1795,Undirected
1033,1863,Undirected
1033,1346,Undirected
1795,1033,Undirected
1795,896,Undirected
1795,524,Undirected
1795,1842,Undirected
1863,1033,Undirected
1863,1819,Undirected
1863,1118,Undirected
1863,420,Undirected
1863,1019,Undirected
1863,397,Undirected
1036,705,Undirected
1036,504,Undirected
1036,2073,Undirected
1036,1692,Undirected
2073,1036,Undirected
2073,229,Undirected
2073,1114,Undirected
2073,1585,Undirected
2073,1074,Undirected
2073,1886,Undirected
1692,1036,Undirected
1692,1306,Undirected
1692,991,Undirected
1692,1701,Undirected
1039,1828,Undirected
1039,1382,Undirected
1039,809,Undirected
1039,930,Undirected
1039,1710,Undirected
1828,1039,Undirected
1828,1614,Undirected
1828,1772,Undirected
1828,1814,Undirected
1382,1039,Undirected
1382,282,Undirected
1382,1733,Undirected
1382,2003,Undirected
1042,2066,Undirected
1042,1486,Undirected
1042,1056,Undirected
1042,1867,Undirected
1043,1204,Undirected
1043,92,Undirected
1043,1287,Undirected
1043,1951,Undirected
1204,1043,Undirected
1204,1075,Undirected
1204,1196,Undirected
1204,249,Undirected
1045,1049,Undirected
1045,281,Undirected
1045,1770,Undirected
1045,768,Undirected
1045,1728,Undirected
1045,2087,Undirected
1049,1045,Undirected
1049,1770,Undirected
1049,209,Undirected
1049,1922,Undirected
1770,1045,Undirected
1770,1049,Undirected
1770,925,Undirected
1770,995,Undirected
1770,2106,Undirected
1048,1270,Undirected
1048,711,Undirected
1048,1586,Undirected
1048,1753,Undirected
1572,1050,Undirected
1572,1100,Undirected
1572,738,Undirected
1572,46,Undirected
1052,2028,Undirected
1052,2064,Undirected
1052,1214,Undirected
1052,1270,Undirected
1052,1634,Undirected
2028,1052,Undirected
2028,1270,Undirected
2028,2009,Undirected
2028,2059,Undirected
1214,1052,Undirected
1214,1148,Undirected
1214,1550,Undirected
1214,1875,Undirected
1055,435,Undirected
1055,1123,Undirected
1055,1339,Undirected
1055,1351,Undirected
1056,515,Undirected
1056,248,Undirected
1056,1395,Undirected
1056,1042,Undirected
1056,1058,Undirected
1395,1056,Undirected
1395,1066,Undirected
1395,263,Undirected
1395,251,Undirected
1058,1056,Undirected
1058,1608,Undirected
1058,1815,Undirected
1058,2100,Undirected
1286,1059,Undirected
1286,374,Undirected
1286,457,Undirected
1286,1953,Undirected
1061,1748,Undirected
1061,1062,Undirected
1061,1276,Undirected
1061,1489,Undirected
1062,1061,Undirected
1062,1248,Undirected
1062,1434,Undirected
1062,1690,Undirected
1062,1830,Undirected
1063,1456,Undirected
1063,353,Undirected
1063,1862,Undirected
1063,1563,Undirected
1063,1740,Undirected
1063,1845,Undirected
1063,1948,Undirected
1862,1063,Undirected
1862,769,Undirected
1862,1712,Undirected
1862,795,Undirected
1065,1066,Undirected
1065,1696,Undirected
1065,594,Undirected
1065,997,Undirected
1066,1065,Undirected
1066,1395,Undirected
1066,1560,Undirected
1066,1588,Undirected
1066,1636,Undirected
1696,1065,Undirected
1696,1617,Undirected
1696,2033,Undirected
1696,2108,Undirected
1069,16,Undirected
1069,2003,Undirected
1069,1415,Undirected
1069,1071,Undirected
1415,1069,Undirected
1415,2034,Undirected
1415,1588,Undirected
1415,1845,Undirected
1071,1069,Undirected
1071,1168,Undirected
1071,1527,Undirected
1071,1982,Undirected
1071,2060,Undirected
1072,2092,Undirected
1072,1890,Undirected
1072,990,Undirected
1072,1074,Undirected
1072,919,Undirected
2092,1072,Undirected
2092,333,Undirected
2092,892,Undirected
2092,1223,Undirected
1074,1072,Undirected
1074,1133,Undirected
1074,1215,Undirected
1074,2073,Undirected
1075,1205,Undirected
1075,1204,Undirected
1075,1763,Undirected
1075,472,Undirected
1075,515,Undirected
1076,1803,Undirected
1076,1078,Undirected
1076,1596,Undirected
1076,1806,Undirected
1076,1818,Undirected
1803,1076,Undirected
1803,1278,Undirected
1803,1340,Undirected
1803,1678,Undirected
1803,1342,Undirected
1078,1076,Undirected
1078,1479,Undirected
1078,1788,Undirected
1078,1957,Undirected
1079,1080,Undirected
1079,1579,Undirected
1079,1691,Undirected
1079,1709,Undirected
1079,2020,Undirected
1080,1079,Undirected
1080,1383,Undirected
1080,1558,Undirected
1080,1860,Undirected
1081,612,Undirected
1081,1428,Undirected
1081,1211,Undirected
1081,53,Undirected
1082,1708,Undirected
1082,2056,Undirected
1082,298,Undirected
1082,2088,Undirected
1708,1082,Undirected
1708,1369,Undirected
1708,1275,Undirected
1708,1014,Undirected
1708,987,Undirected
2056,1082,Undirected
2056,1353,Undirected
2056,1714,Undirected
2056,263,Undirected
1086,1085,Undirected
1086,1140,Undirected
1086,1639,Undirected
1086,1925,Undirected
1087,1990,Undirected
1087,1886,Undirected
1087,81,Undirected
1087,1187,Undirected
1087,1934,Undirected
1886,1087,Undirected
1886,1749,Undirected
1886,189,Undirected
1886,214,Undirected
1886,2073,Undirected
1089,972,Undirected
1089,1323,Undirected
1089,1353,Undirected
1089,1437,Undirected
1091,1369,Undirected
1091,1396,Undirected
1091,1848,Undirected
1091,1274,Undirected
1369,1091,Undirected
1369,453,Undirected
1369,1400,Undirected
1369,1708,Undirected
1369,1985,Undirected
1848,1091,Undirected
1848,1298,Undirected
1848,1366,Undirected
1848,1397,Undirected
1848,1989,Undirected
1274,1091,Undirected
1274,447,Undirected
1274,224,Undirected
1274,1023,Undirected
1274,1275,Undirected
1910,1096,Undirected
1910,1893,Undirected
1910,81,Undirected
1910,2014,Undirected
1098,1482,Undirected
1098,445,Undirected
1098,706,Undirected
1098,1941,Undirected
1482,1098,Undirected
1482,778,Undirected
1482,479,Undirected
1482,441,Undirected
2050,1100,Undirected
2050,1639,Undirected
2050,1933,Undirected
2050,727,Undirected
1103,670,Undirected
1103,1766,Undirected
1103,1839,Undirected
1103,1929,Undirected
1104,847,Undirected
1104,299,Undirected
1104,1254,Undirected
1104,1673,Undirected
1106,1617,Undirected
1106,1108,Undirected
1106,1622,Undirected
1106,2018,Undirected
1617,1106,Undirected
1617,1013,Undirected
1617,790,Undirected
1617,1696,Undirected
1108,1106,Undirected
1108,1184,Undirected
1108,1941,Undirected
1108,2064,Undirected
1110,1109,Undirected
1110,1310,Undirected
1110,1442,Undirected
1110,1836,Undirected
1111,1380,Undirected
1111,860,Undirected
1111,1503,Undirected
1111,570,Undirected
1112,1005,Undirected
1112,1536,Undirected
1112,1605,Undirected
1112,2001,Undirected
1112,2087,Undirected
1113,1114,Undirected
1113,832,Undirected
1113,1226,Undirected
1113,2017,Undirected
1114,1113,Undirected
1114,1155,Undirected
1114,1251,Undirected
1114,2073,Undirected
1116,1115,Undirected
1116,1419,Undirected
1116,1935,Undirected
1116,2086,Undirected
1117,112,Undirected
1117,1118,Undirected
1117,790,Undirected
1117,1119,Undirected
1117,1600,Undirected
1118,1117,Undirected
1118,1304,Undirected
1118,1737,Undirected
1118,1863,Undirected
1118,2026,Undirected
1119,1117,Undirected
1119,1545,Undirected
1119,1982,Undirected
1119,2021,Undirected
1123,396,Undirected
1123,2015,Undirected
1123,1125,Undirected
1123,1055,Undirected
1123,1126,Undirected
1123,1698,Undirected
2015,1123,Undirected
2015,1639,Undirected
2015,1688,Undirected
2015,90,Undirected
1125,1123,Undirected
1125,1538,Undirected
1125,1573,Undirected
1125,1646,Undirected
1125,1871,Undirected
1126,1123,Undirected
1126,1688,Undirected
1126,1761,Undirected
1126,1983,Undirected
1698,1123,Undirected
1698,1478,Undirected
1698,1120,Undirected
1698,2032,Undirected
1128,37,Undirected
1128,491,Undirected
1128,1641,Undirected
1128,1618,Undirected
1128,1246,Undirected
1128,451,Undirected
1128,1954,Undirected
1128,1150,Undirected
1641,1128,Undirected
1641,1509,Undirected
1641,37,Undirected
1641,276,Undirected
1618,1128,Undirected
1618,1178,Undirected
1618,2109,Undirected
1618,796,Undirected
1246,1128,Undirected
1246,275,Undirected
1246,1509,Undirected
1246,1754,Undirected
1954,1128,Undirected
1954,600,Undirected
1954,1993,Undirected
1954,238,Undirected
1954,851,Undirected
1988,1133,Undirected
1988,1578,Undirected
1988,337,Undirected
1988,939,Undirected
1136,1135,Undirected
1136,1403,Undirected
1136,1901,Undirected
1136,1937,Undirected
1138,978,Undirected
1138,1183,Undirected
1138,750,Undirected
1138,1573,Undirected
1183,1138,Undirected
1183,723,Undirected
1183,1734,Undirected
1183,1978,Undirected
1183,2094,Undirected
1140,1754,Undirected
1140,1086,Undirected
1140,285,Undirected
1140,1141,Undirected
1141,1140,Undirected
1141,1147,Undirected
1141,1308,Undirected
1141,1515,Undirected
1141,1672,Undirected
1141,1866,Undirected
1141,1949,Undirected
1694,1142,Undirected
1694,1656,Undirected
1694,885,Undirected
1694,427,Undirected
1144,1166,Undirected
1144,1507,Undirected
1144,1393,Undirected
1144,1539,Undirected
1144,1872,Undirected
1166,1144,Undirected
1166,369,Undirected
1166,1564,Undirected
1166,1653,Undirected
1166,2054,Undirected
1507,1144,Undirected
1507,1361,Undirected
1507,1445,Undirected
1507,1824,Undirected
1147,429,Undirected
1147,1691,Undirected
1147,561,Undirected
1147,1141,Undirected
1149,150,Undirected
1149,1711,Undirected
1149,2006,Undirected
1149,2016,Undirected
1151,1150,Undirected
1151,1445,Undirected
1151,1648,Undirected
1151,1980,Undirected
1151,2094,Undirected
1152,483,Undirected
1152,356,Undirected
1152,1817,Undirected
1152,1221,Undirected
1817,1152,Undirected
1817,2008,Undirected
1817,1004,Undirected
1817,817,Undirected
1154,739,Undirected
1154,681,Undirected
1154,90,Undirected
1154,1477,Undirected
1154,2006,Undirected
1155,1499,Undirected
1155,1114,Undirected
1155,1674,Undirected
1155,1851,Undirected
1499,1155,Undirected
1499,1448,Undirected
1499,2083,Undirected
1499,1796,Undirected
1674,1155,Undirected
1674,1612,Undirected
1674,1675,Undirected
1674,118,Undirected
1674,595,Undirected
1674,1747,Undirected
1158,296,Undirected
1158,1220,Undirected
1158,1503,Undirected
1158,2096,Undirected
1160,421,Undirected
1160,612,Undirected
1160,2106,Undirected
1160,1976,Undirected
1161,198,Undirected
1161,1162,Undirected
1161,1170,Undirected
1161,1299,Undirected
1162,1161,Undirected
1162,1492,Undirected
1162,1784,Undirected
1162,1833,Undirected
2053,1163,Undirected
2053,1724,Undirected
2053,619,Undirected
2053,827,Undirected
2053,583,Undirected
1167,827,Undirected
1167,670,Undirected
1167,1216,Undirected
1167,1746,Undirected
1168,1071,Undirected
1168,1109,Undirected
1168,281,Undirected
1168,1741,Undirected
1168,1624,Undirected
1624,1168,Undirected
1624,827,Undirected
1624,680,Undirected
1624,1498,Undirected
1174,1173,Undirected
1174,1205,Undirected
1174,1545,Undirected
1174,1682,Undirected
1512,1175,Undirected
1512,1295,Undirected
1512,752,Undirected
1512,1768,Undirected
1996,1175,Undirected
1996,1259,Undirected
1996,185,Undirected
1996,2070,Undirected
1447,1178,Undirected
1447,459,Undirected
1447,1448,Undirected
1447,1984,Undirected
1181,141,Undirected
1181,2011,Undirected
1181,809,Undirected
1181,1332,Undirected
1184,1185,Undirected
1184,1576,Undirected
1184,1108,Undirected
1184,693,Undirected
1184,133,Undirected
1185,1184,Undirected
1185,1297,Undirected
1185,1794,Undirected
1185,1837,Undirected
1186,128,Undirected
1186,868,Undirected
1186,1294,Undirected
1186,1570,Undirected
1187,530,Undirected
1187,1087,Undirected
1187,1321,Undirected
1187,1322,Undirected
1187,1927,Undirected
1187,1965,Undirected
1188,887,Undirected
1188,1919,Undirected
1188,1847,Undirected
1188,407,Undirected
1919,1188,Undirected
1919,1331,Undirected
1919,181,Undirected
1919,1977,Undirected
1919,1962,Undirected
1919,56,Undirected
1919,1271,Undirected
1847,1188,Undirected
1847,1247,Undirected
1847,1755,Undirected
1847,429,Undirected
1847,288,Undirected
1191,487,Undirected
1191,1626,Undirected
1191,817,Undirected
1191,1958,Undirected
1626,1191,Undirected
1626,132,Undirected
1626,576,Undirected
1626,1945,Undirected
1193,579,Undirected
1193,580,Undirected
1193,1724,Undirected
1193,1900,Undirected
1613,1194,Undirected
1613,1597,Undirected
1613,1642,Undirected
1613,1757,Undirected
1196,1387,Undirected
1196,134,Undirected
1196,1204,Undirected
1196,2018,Undirected
1387,1196,Undirected
1387,2002,Undirected
1387,1410,Undirected
1387,313,Undirected
1387,344,Undirected
2018,1196,Undirected
2018,1106,Undirected
2018,418,Undirected
2018,794,Undirected
1199,1068,Undirected
1199,940,Undirected
1199,332,Undirected
1199,628,Undirected
1199,2032,Undirected
2032,1199,Undirected
2032,1738,Undirected
2032,1445,Undirected
2032,1698,Undirected
1201,1163,Undirected
1201,1501,Undirected
1201,1029,Undirected
1201,1867,Undirected
1201,2023,Undirected
1501,1201,Undirected
1501,602,Undirected
1501,768,Undirected
1501,1869,Undirected
1203,233,Undirected
1203,868,Undirected
1203,745,Undirected
1203,1453,Undirected
1206,1205,Undirected
1206,1297,Undirected
1206,1677,Undirected
1206,2085,Undirected
1207,1001,Undirected
1207,698,Undirected
1207,1535,Undirected
1207,1622,Undirected
1210,2035,Undirected
1210,524,Undirected
1210,1405,Undirected
1210,1879,Undirected
1212,463,Undirected
1212,1485,Undirected
1212,1649,Undirected
1212,2041,Undirected
1215,1074,Undirected
1215,180,Undirected
1215,1877,Undirected
1215,1672,Undirected
1215,1975,Undirected
1216,129,Undirected
1216,514,Undirected
1216,1167,Undirected
1216,1556,Undirected
1218,804,Undirected
1218,349,Undirected
1218,1760,Undirected
1218,57,Undirected
1218,1419,Undirected
1760,1218,Undirected
1760,1385,Undirected
1760,626,Undirected
1760,758,Undirected
1760,1975,Undirected
1222,36,Undirected
1222,1223,Undirected
1222,1667,Undirected
1222,1881,Undirected
1223,1222,Undirected
1223,1930,Undirected
1223,2005,Undirected
1223,2092,Undirected
1224,1850,Undirected
1224,1005,Undirected
1224,89,Undirected
1224,2052,Undirected
1850,1224,Undirected
1850,1402,Undirected
1850,2055,Undirected
1850,486,Undirected
1226,1113,Undirected
1226,1444,Undirected
1226,773,Undirected
1226,1509,Undirected
1444,1226,Undirected
1444,1350,Undirected
1444,921,Undirected
1444,1925,Undirected
1229,1621,Undirected
1229,395,Undirected
1229,1637,Undirected
1229,734,Undirected
1637,1229,Undirected
1637,2027,Undirected
1637,1866,Undirected
1637,630,Undirected
1882,1231,Undirected
1882,627,Undirected
1882,1237,Undirected
1882,2089,Undirected
1234,1233,Undirected
1234,1238,Undirected
1234,1458,Undirected
1234,2031,Undirected
1898,1233,Undirected
1898,1835,Undirected
1898,941,Undirected
1898,170,Undirected
1237,1236,Undirected
1237,1689,Undirected
1237,1871,Undirected
1237,1882,Undirected
2037,1238,Undirected
2037,1559,Undirected
2037,1805,Undirected
2037,854,Undirected
1661,1240,Undirected
1661,1571,Undirected
1661,32,Undirected
1661,1844,Undirected
1242,1178,Undirected
1242,2030,Undirected
1242,1861,Undirected
1242,1577,Undirected
1861,1242,Undirected
1861,1480,Undirected
1861,244,Undirected
1861,120,Undirected
1577,1242,Undirected
1577,1050,Undirected
1577,2000,Undirected
1577,744,Undirected
1245,809,Undirected
1245,1312,Undirected
1245,1437,Undirected
1245,1855,Undirected
1247,1009,Undirected
1247,1847,Undirected
1247,906,Undirected
1247,1660,Undirected
1247,1331,Undirected
1247,1475,Undirected
1248,1620,Undirected
1248,288,Undirected
1248,1062,Undirected
1248,627,Undirected
1620,1248,Undirected
1620,889,Undirected
1620,1701,Undirected
1620,1903,Undirected
1251,1114,Undirected
1251,1252,Undirected
1251,1602,Undirected
1251,932,Undirected
1252,1251,Undirected
1252,1554,Undirected
1252,1690,Undirected
1252,1821,Undirected
1602,1251,Undirected
1602,1231,Undirected
1602,1321,Undirected
1602,338,Undirected
1255,2077,Undirected
1255,1943,Undirected
1255,1785,Undirected
1255,1942,Undirected
2077,1255,Undirected
2077,1516,Undirected
2077,1734,Undirected
2077,1913,Undirected
2077,945,Undirected
1258,1257,Undirected
1258,1334,Undirected
1258,1887,Undirected
1258,2014,Undirected
1258,2046,Undirected
1259,1996,Undirected
1259,5,Undirected
1259,1366,Undirected
1259,2047,Undirected
1366,1259,Undirected
1366,472,Undirected
1366,1848,Undirected
1366,1428,Undirected
1261,1955,Undirected
1261,752,Undirected
1261,847,Undirected
1261,182,Undirected
1262,1808,Undirected
1262,2108,Undirected
1262,1891,Undirected
1262,1758,Undirected
1262,769,Undirected
1262,102,Undirected
1262,1642,Undirected
2108,1262,Undirected
2108,494,Undirected
2108,415,Undirected
2108,1505,Undirected
2108,1696,Undirected
1891,1262,Undirected
1891,602,Undirected
1891,1809,Undirected
1891,2071,Undirected
1758,1262,Undirected
1758,1590,Undirected
1758,1359,Undirected
1758,1869,Undirected
1642,1262,Undirected
1642,1613,Undirected
1642,79,Undirected
1642,1030,Undirected
1642,1658,Undirected
1267,1580,Undirected
1267,722,Undirected
1267,872,Undirected
1267,941,Undirected
1268,1407,Undirected
1268,909,Undirected
1268,1926,Undirected
1268,1789,Undirected
1268,127,Undirected
1268,2004,Undirected
1268,1294,Undirected
1268,1014,Undirected
1294,1268,Undirected
1294,2084,Undirected
1294,1186,Undirected
1294,54,Undirected
1294,1846,Undirected
1271,1792,Undirected
1271,601,Undirected
1271,1354,Undirected
1271,1919,Undirected
1272,1894,Undirected
1272,1986,Undirected
1272,1651,Undirected
1272,1707,Undirected
1275,1274,Undirected
1275,1277,Undirected
1275,1553,Undirected
1275,1708,Undirected
1275,1771,Undirected
1278,1830,Undirected
1278,737,Undirected
1278,1803,Undirected
1278,1742,Undirected
1830,1278,Undirected
1830,1942,Undirected
1830,1790,Undirected
1830,1062,Undirected
1830,278,Undirected
1992,1280,Undirected
1992,1332,Undirected
1992,1605,Undirected
1992,961,Undirected
1285,1284,Undirected
1285,1492,Undirected
1285,1697,Undirected
1285,1767,Undirected
1287,2025,Undirected
1287,473,Undirected
1287,1304,Undirected
1287,1043,Undirected
1287,2036,Undirected
1287,1556,Undirected
1287,1724,Undirected
1304,1287,Undirected
1304,1118,Undirected
1304,544,Undirected
1304,1001,Undirected
2036,1287,Undirected
2036,1386,Undirected
2036,2113,Undirected
2036,776,Undirected
1556,1287,Undirected
1556,1216,Undirected
1556,1995,Undirected
1556,408,Undirected
1724,1287,Undirected
1724,1587,Undirected
1724,2053,Undirected
1724,1193,Undirected
1292,471,Undirected
1292,162,Undirected
1292,1636,Undirected
1292,144,Undirected
1636,1292,Undirected
1636,1413,Undirected
1636,1066,Undirected
1636,1737,Undirected
1295,224,Undirected
1295,1148,Undirected
1295,1512,Undirected
1295,89,Undirected
1298,1012,Undirected
1298,1848,Undirected
1298,1503,Undirected
1298,1905,Undirected
2058,1300,Undirected
2058,1868,Undirected
2058,392,Undirected
2058,171,Undirected
1722,1302,Undirected
1722,1723,Undirected
1722,1314,Undirected
1722,1774,Undirected
1305,1100,Undirected
1305,1306,Undirected
1305,1159,Undirected
1305,1851,Undirected
1306,1305,Undirected
1306,1692,Undirected
1306,1931,Undirected
1306,1964,Undirected
1851,1305,Undirected
1851,1594,Undirected
1851,762,Undirected
1851,1155,Undirected
1851,1927,Undirected
1308,1141,Undirected
1308,870,Undirected
1308,626,Undirected
1308,1742,Undirected
1310,579,Undirected
1310,2061,Undirected
1310,1110,Undirected
1310,1668,Undirected
2061,1310,Undirected
2061,1427,Undirected
2061,1832,Undirected
2061,1856,Undirected
2061,1360,Undirected
1312,39,Undirected
1312,1245,Undirected
1312,1017,Undirected
1312,667,Undirected
1314,1313,Undirected
1314,1566,Undirected
1314,1722,Undirected
1314,2034,Undirected
2042,1315,Undirected
2042,1720,Undirected
2042,1373,Undirected
2042,2048,Undirected
1318,2086,Undirected
1318,1962,Undirected
1318,601,Undirected
1318,1930,Undirected
1320,1588,Undirected
1320,162,Undirected
1320,806,Undirected
1320,479,Undirected
1321,80,Undirected
1321,1187,Undirected
1321,1602,Undirected
1321,2006,Undirected
1323,486,Undirected
1323,1089,Undirected
1323,1644,Undirected
1323,1987,Undirected
1324,1825,Undirected
1324,1541,Undirected
1324,1417,Undirected
1324,1544,Undirected
1825,1324,Undirected
1825,1675,Undirected
1825,2013,Undirected
1825,1902,Undirected
1825,1538,Undirected
1825,1736,Undirected
1541,1324,Undirected
1541,1562,Undirected
1541,426,Undirected
1541,1965,Undirected
1328,932,Undirected
1328,1917,Undirected
1328,922,Undirected
1328,2016,Undirected
1328,1515,Undirected
1917,1328,Undirected
1917,1021,Undirected
1917,734,Undirected
1917,998,Undirected
2016,1328,Undirected
2016,1818,Undirected
2016,1149,Undirected
2016,682,Undirected
1331,1919,Undirected
1331,645,Undirected
1331,1247,Undirected
1331,1679,Undirected
1332,1992,Undirected
1332,1713,Undirected
1332,593,Undirected
1332,1181,Undirected
1332,1874,Undirected
1874,1332,Undirected
1874,2059,Undirected
1874,162,Undirected
1874,136,Undirected
1874,411,Undirected
1334,1484,Undirected
1334,1258,Undirected
1334,234,Undirected
1334,2111,Undirected
1334,831,Undirected
1484,1334,Undirected
1484,290,Undirected
1484,1606,Undirected
1484,1902,Undirected
2111,1334,Undirected
2111,1745,Undirected
2111,1816,Undirected
2111,844,Undirected
1337,1386,Undirected
1337,420,Undirected
1337,1398,Undirected
1337,1682,Undirected
1386,1337,Undirected
1386,1812,Undirected
1386,2113,Undirected
1386,1394,Undirected
1386,2036,Undirected
1339,1055,Undirected
1339,35,Undirected
1339,164,Undirected
1339,2075,Undirected
1340,1803,Undirected
1340,1579,Undirected
1340,1596,Undirected
1340,796,Undirected
1340,1342,Undirected
1340,1688,Undirected
1596,1340,Undirected
1596,1991,Undirected
1596,1076,Undirected
1596,2027,Undirected
1596,1598,Undirected
1342,1340,Undirected
1342,1464,Undirected
1342,1725,Undirected
1342,1803,Undirected
1343,872,Undirected
1343,1469,Undirected
1343,1811,Undirected
1343,2005,Undirected
1344,1820,Undirected
1344,1345,Undirected
1344,455,Undirected
1344,1740,Undirected
1344,2100,Undirected
1345,1344,Undirected
1345,1451,Undirected
1345,1685,Undirected
1345,1789,Undirected
1345,2099,Undirected
1346,1315,Undirected
1346,1363,Undirected
1346,41,Undirected
1346,1033,Undirected
1346,1347,Undirected
1346,957,Undirected
1347,1346,Undirected
1347,1465,Undirected
1347,1553,Undirected
1347,2010,Undirected
1348,822,Undirected
1348,1999,Undirected
1348,2005,Undirected
1348,731,Undirected
2005,1348,Undirected
2005,1343,Undirected
2005,1223,Undirected
2005,1472,Undirected
1350,1444,Undirected
1350,626,Undirected
1350,1406,Undirected
1350,1660,Undirected
1351,1055,Undirected
1351,465,Undirected
1351,81,Undirected
1351,1538,Undirected
1538,1351,Undirected
1538,1125,Undirected
1538,1825,Undirected
1538,1947,Undirected
1353,2056,Undirected
1353,1502,Undirected
1353,1089,Undirected
1353,894,Undirected
1353,1408,Undirected
1354,235,Undirected
1354,1271,Undirected
1354,278,Undirected
1354,459,Undirected
1355,645,Undirected
1355,1558,Undirected
1355,1464,Undirected
1355,2040,Undirected
1558,1355,Undirected
1558,1435,Undirected
1558,1080,Undirected
1558,1913,Undirected
1464,1355,Undirected
1464,1342,Undirected
1464,349,Undirected
1464,514,Undirected
1464,118,Undirected
1464,1594,Undirected
2040,1355,Undirected
2040,1663,Undirected
2040,236,Undirected
2040,2069,Undirected
1360,1359,Undirected
1360,1765,Undirected
1360,1936,Undirected
1360,2011,Undirected
1360,2061,Undirected
2102,1361,Undirected
2102,1761,Undirected
2102,719,Undirected
2102,1701,Undirected
1364,1704,Undirected
1364,1608,Undirected
1364,1587,Undirected
1364,1600,Undirected
1600,1364,Undirected
1600,1400,Undirected
1600,1727,Undirected
1600,1117,Undirected
1956,1367,Undirected
1956,1419,Undirected
1956,905,Undirected
1956,2049,Undirected
1400,1369,Undirected
1400,1410,Undirected
1400,1833,Undirected
1400,1600,Undirected
1400,2052,Undirected
1985,1369,Undirected
1985,1720,Undirected
1985,409,Undirected
1985,295,Undirected
1372,397,Undirected
1372,1373,Undirected
1372,1789,Undirected
1372,2101,Undirected
1373,1372,Undirected
1373,1526,Undirected
1373,1852,Undirected
1373,1918,Undirected
1373,2042,Undirected
1374,1810,Undirected
1374,1728,Undirected
1374,1608,Undirected
1374,487,Undirected
1728,1374,Undirected
1728,498,Undirected
1728,353,Undirected
1728,1313,Undirected
1728,2024,Undirected
1728,1045,Undirected
1376,1822,Undirected
1376,715,Undirected
1376,1658,Undirected
1376,241,Undirected
1822,1376,Undirected
1822,578,Undirected
1822,543,Undirected
1822,1004,Undirected
1697,1378,Undirected
1697,1657,Undirected
1697,942,Undirected
1697,1285,Undirected
1383,1080,Undirected
1383,1999,Undirected
1383,1650,Undirected
1383,1385,Undirected
1650,1383,Undirected
1650,56,Undirected
1650,1884,Undirected
1650,1961,Undirected
1385,1383,Undirected
1385,1404,Undirected
1385,1731,Undirected
1385,1760,Undirected
1385,1968,Undirected
1815,1388,Undirected
1815,1494,Undirected
1815,1799,Undirected
1815,1673,Undirected
1815,1473,Undirected
1815,1058,Undirected
1487,1388,Undirected
1487,1488,Undirected
1487,971,Undirected
1487,388,Undirected
1487,1614,Undirected
1391,1960,Undirected
1391,1521,Undirected
1391,389,Undirected
1391,431,Undirected
1960,1391,Undirected
1960,1819,Undirected
1960,726,Undirected
1960,669,Undirected
1394,1386,Undirected
1394,787,Undirected
1394,1865,Undirected
1394,748,Undirected
1397,1396,Undirected
1397,1686,Undirected
1397,1715,Undirected
1397,1848,Undirected
1397,1885,Undirected
1398,936,Undirected
1398,1337,Undirected
1398,2068,Undirected
1398,27,Undirected
1398,1654,Undirected
1398,2009,Undirected
1654,1398,Undirected
1654,241,Undirected
1654,209,Undirected
1654,1854,Undirected
1402,1768,Undirected
1402,1686,Undirected
1402,1850,Undirected
1402,1765,Undirected
1403,750,Undirected
1403,1136,Undirected
1403,1679,Undirected
1403,1878,Undirected
1405,1715,Undirected
1405,474,Undirected
1405,1254,Undirected
1405,1210,Undirected
1408,88,Undirected
1408,554,Undirected
1408,1353,Undirected
1408,1839,Undirected
1411,1514,Undirected
1411,447,Undirected
1411,1027,Undirected
1411,268,Undirected
1411,240,Undirected
1514,1411,Undirected
1514,1438,Undirected
1514,808,Undirected
1514,344,Undirected
